HINCP,RNTP,MRGP,NP,HHT_label,TEN_label,BLDG_AGE_dec
130000,0,1000,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
123400,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
123400,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
123400,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
123400,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
123400,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
100000,0,2500,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
100000,0,2500,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
100000,0,2500,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
100000,0,2500,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
100000,0,2500,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
126000,1800,0,5,Married couple household,Rented,4
126000,1800,0,5,Married couple household,Rented,4
126000,1800,0,5,Married couple household,Rented,4
126000,1800,0,5,Married couple household,Rented,4
126000,1800,0,5,Married couple household,Rented,4
119160,3000,0,3,Nonfamily household: Male householder: Not living alone,Rented,1
119160,3000,0,3,Nonfamily household: Male householder: Not living alone,Rented,1
119160,3000,0,3,Nonfamily household: Male householder: Not living alone,Rented,1
80800,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
80800,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
40500,0,1400,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),0
22000,900,0,4,"Other family household: Female householder, no spouse present",Rented,2
22000,900,0,4,"Other family household: Female householder, no spouse present",Rented,2
22000,900,0,4,"Other family household: Female householder, no spouse present",Rented,2
22000,900,0,4,"Other family household: Female householder, no spouse present",Rented,2
85000,1500,0,2,Nonfamily household: Female householder: Not living alone,Rented,2
85000,1500,0,2,Nonfamily household: Female householder: Not living alone,Rented,2
30000,0,1000,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
79800,0,2400,3,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
79800,0,2400,3,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
79800,0,2400,3,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
25500,0,860,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),1
34000,460,0,1,Nonfamily household: Female householder: Living alone,Rented,1
172600,0,2600,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
172600,0,2600,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
172600,0,2600,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
87000,950,0,5,Married couple household,Rented,3
87000,950,0,5,Married couple household,Rented,3
87000,950,0,5,Married couple household,Rented,3
87000,950,0,5,Married couple household,Rented,3
87000,950,0,5,Married couple household,Rented,3
16300,1800,0,2,Nonfamily household: Female householder: Not living alone,Rented,1
16300,1800,0,2,Nonfamily household: Female householder: Not living alone,Rented,1
23400,720,0,5,Married couple household,Rented,3
23400,720,0,5,Married couple household,Rented,3
23400,720,0,5,Married couple household,Rented,3
23400,720,0,5,Married couple household,Rented,3
23400,720,0,5,Married couple household,Rented,3
146300,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),4
146300,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),4
146300,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),4
146300,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),4
146300,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),4
146300,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),4
52000,830,0,3,Nonfamily household: Male householder: Not living alone,Rented,4
52000,830,0,3,Nonfamily household: Male householder: Not living alone,Rented,4
52000,830,0,3,Nonfamily household: Male householder: Not living alone,Rented,4
23200,0,2100,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),1
82500,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
82500,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
82500,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
82500,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
125000,0,2200,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),0
53900,0,1500,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),5
53900,0,1500,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),5
80000,1700,0,1,Nonfamily household: Male householder: Living alone,Rented,2
47880,1300,0,1,Nonfamily household: Female householder: Living alone,Rented,2
113000,0,1100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
113000,0,1100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
113000,0,1100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
302010,0,2700,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
302010,0,2700,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
302010,0,2700,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
302010,0,2700,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
302010,0,2700,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
147800,0,2000,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
147800,0,2000,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
24000,790,0,1,Nonfamily household: Male householder: Living alone,Rented,1
74300,0,1800,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
74300,0,1800,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
74300,0,1800,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
74300,0,1800,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
74300,0,1800,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
55100,0,1100,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
55100,0,1100,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
93000,1200,0,3,Married couple household,Rented,2
93000,1200,0,3,Married couple household,Rented,2
93000,1200,0,3,Married couple household,Rented,2
15400,710,0,1,Nonfamily household: Female householder: Living alone,Rented,1
104000,1300,0,9,Married couple household,Rented,1
104000,1300,0,9,Married couple household,Rented,1
104000,1300,0,9,Married couple household,Rented,1
104000,1300,0,9,Married couple household,Rented,1
104000,1300,0,9,Married couple household,Rented,1
104000,1300,0,9,Married couple household,Rented,1
104000,1300,0,9,Married couple household,Rented,1
104000,1300,0,9,Married couple household,Rented,1
104000,1300,0,9,Married couple household,Rented,1
155000,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
155000,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
155000,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
155000,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
120000,0,930,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
120000,0,930,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
489200,0,1700,4,Married couple household,Owned with mortgage or loan (include home equity loans),6
489200,0,1700,4,Married couple household,Owned with mortgage or loan (include home equity loans),6
489200,0,1700,4,Married couple household,Owned with mortgage or loan (include home equity loans),6
489200,0,1700,4,Married couple household,Owned with mortgage or loan (include home equity loans),6
61500,2300,0,3,Nonfamily household: Male householder: Not living alone,Rented,0
61500,2300,0,3,Nonfamily household: Male householder: Not living alone,Rented,0
61500,2300,0,3,Nonfamily household: Male householder: Not living alone,Rented,0
48000,1000,0,2,Nonfamily household: Female householder: Not living alone,Rented,3
48000,1000,0,2,Nonfamily household: Female householder: Not living alone,Rented,3
328000,0,3000,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
328000,0,3000,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
37000,1500,0,1,Nonfamily household: Female householder: Living alone,Rented,0
100000,1700,0,1,Nonfamily household: Male householder: Living alone,Rented,3
27000,770,0,1,Nonfamily household: Female householder: Living alone,Rented,3
147200,0,900,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
126000,0,1100,6,Married couple household,Owned with mortgage or loan (include home equity loans),3
126000,0,1100,6,Married couple household,Owned with mortgage or loan (include home equity loans),3
126000,0,1100,6,Married couple household,Owned with mortgage or loan (include home equity loans),3
126000,0,1100,6,Married couple household,Owned with mortgage or loan (include home equity loans),3
126000,0,1100,6,Married couple household,Owned with mortgage or loan (include home equity loans),3
126000,0,1100,6,Married couple household,Owned with mortgage or loan (include home equity loans),3
265200,0,3600,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
265200,0,3600,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
265200,0,3600,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
144000,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
144000,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
144000,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
75000,0,950,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),3
49600,0,1400,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),2
49600,0,1400,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),2
49600,0,1400,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),2
49600,0,1400,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),2
42000,2300,0,1,Nonfamily household: Female householder: Living alone,Rented,6
133500,0,1000,7,Married couple household,Owned with mortgage or loan (include home equity loans),2
133500,0,1000,7,Married couple household,Owned with mortgage or loan (include home equity loans),2
133500,0,1000,7,Married couple household,Owned with mortgage or loan (include home equity loans),2
133500,0,1000,7,Married couple household,Owned with mortgage or loan (include home equity loans),2
133500,0,1000,7,Married couple household,Owned with mortgage or loan (include home equity loans),2
133500,0,1000,7,Married couple household,Owned with mortgage or loan (include home equity loans),2
133500,0,1000,7,Married couple household,Owned with mortgage or loan (include home equity loans),2
30000,1600,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
30000,1600,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
32210,0,3100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
32210,0,3100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
32210,0,3100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
93300,0,1500,4,Married couple household,Owned with mortgage or loan (include home equity loans),5
93300,0,1500,4,Married couple household,Owned with mortgage or loan (include home equity loans),5
93300,0,1500,4,Married couple household,Owned with mortgage or loan (include home equity loans),5
93300,0,1500,4,Married couple household,Owned with mortgage or loan (include home equity loans),5
25000,770,0,1,Nonfamily household: Male householder: Living alone,Rented,3
55000,1300,0,1,Nonfamily household: Female householder: Living alone,Rented,0
81000,0,1500,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
72000,0,1800,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
159850,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
159850,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
159850,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
264300,0,1700,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
264300,0,1700,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
101000,1700,0,1,Nonfamily household: Male householder: Living alone,Rented,0
192680,0,890,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
192680,0,890,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
192680,0,890,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
192680,0,890,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
192680,0,890,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
94000,1200,0,4,Married couple household,Rented,5
94000,1200,0,4,Married couple household,Rented,5
94000,1200,0,4,Married couple household,Rented,5
94000,1200,0,4,Married couple household,Rented,5
286000,0,1600,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
286000,0,1600,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
286000,0,1600,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
286000,0,1600,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
231000,1200,0,3,Married couple household,Rented,4
231000,1200,0,3,Married couple household,Rented,4
231000,1200,0,3,Married couple household,Rented,4
45000,900,0,1,Nonfamily household: Female householder: Living alone,Rented,3
29000,1200,0,3,"Other family household: Female householder, no spouse present",Rented,3
29000,1200,0,3,"Other family household: Female householder, no spouse present",Rented,3
29000,1200,0,3,"Other family household: Female householder, no spouse present",Rented,3
67600,0,1100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
67600,0,1100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
67600,0,1100,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
126000,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
126000,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
126000,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
109000,0,910,6,Married couple household,Owned with mortgage or loan (include home equity loans),0
109000,0,910,6,Married couple household,Owned with mortgage or loan (include home equity loans),0
109000,0,910,6,Married couple household,Owned with mortgage or loan (include home equity loans),0
109000,0,910,6,Married couple household,Owned with mortgage or loan (include home equity loans),0
109000,0,910,6,Married couple household,Owned with mortgage or loan (include home equity loans),0
109000,0,910,6,Married couple household,Owned with mortgage or loan (include home equity loans),0
164400,0,50,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
164400,0,50,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
13000,980,0,1,Nonfamily household: Male householder: Living alone,Rented,3
52000,1200,0,3,Married couple household,Rented,1
52000,1200,0,3,Married couple household,Rented,1
52000,1200,0,3,Married couple household,Rented,1
198000,0,1200,4,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
198000,0,1200,4,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
198000,0,1200,4,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
198000,0,1200,4,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
122000,0,950,2,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),3
122000,0,950,2,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),3
106300,1200,0,2,Married couple household,Rented,2
106300,1200,0,2,Married couple household,Rented,2
120000,1500,0,1,Nonfamily household: Female householder: Living alone,Rented,1
89000,2000,0,2,"Other family household: Male householder, no spouse present",Rented,2
89000,2000,0,2,"Other family household: Male householder, no spouse present",Rented,2
68200,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,1
68200,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,1
163000,0,5100,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
163000,0,5100,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
160000,1500,0,2,Married couple household,Rented,3
160000,1500,0,2,Married couple household,Rented,3
110000,0,1400,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
110000,0,1400,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
110000,0,1400,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
160000,0,1300,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
160000,0,1300,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
48000,1100,0,6,Married couple household,Rented,3
48000,1100,0,6,Married couple household,Rented,3
48000,1100,0,6,Married couple household,Rented,3
48000,1100,0,6,Married couple household,Rented,3
48000,1100,0,6,Married couple household,Rented,3
48000,1100,0,6,Married couple household,Rented,3
83000,550,0,2,"Other family household: Female householder, no spouse present",Rented,5
83000,550,0,2,"Other family household: Female householder, no spouse present",Rented,5
115000,1400,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
115000,1400,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
115000,1400,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
35900,930,0,1,Nonfamily household: Male householder: Living alone,Rented,3
20300,1500,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
20300,1500,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
20300,1500,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
22800,650,0,2,"Other family household: Female householder, no spouse present",Rented,5
22800,650,0,2,"Other family household: Female householder, no spouse present",Rented,5
66000,1800,0,1,Nonfamily household: Male householder: Living alone,Rented,3
160200,0,2500,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
160200,0,2500,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
160200,0,2500,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
160200,0,2500,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
160200,0,2500,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
160200,0,2500,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
599000,0,2000,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),6
70400,0,1200,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),3
300000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
300000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
300000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
65490,900,0,2,Nonfamily household: Female householder: Not living alone,Rented,5
65490,900,0,2,Nonfamily household: Female householder: Not living alone,Rented,5
18000,900,0,2,Married couple household,Rented,3
18000,900,0,2,Married couple household,Rented,3
257000,0,5100,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
257000,0,5100,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
25800,880,0,1,Nonfamily household: Female householder: Living alone,Rented,2
75000,1000,0,1,Nonfamily household: Female householder: Living alone,Rented,0
166600,0,700,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
166600,0,700,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
166600,0,700,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
103000,0,900,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
103000,0,900,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
103000,0,900,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
103000,0,900,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
30000,0,1100,2,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),3
30000,0,1100,2,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),3
142600,0,1300,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
142600,0,1300,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
142600,0,1300,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
42000,1000,0,1,Nonfamily household: Female householder: Living alone,Rented,4
20980,0,2800,2,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),7
20980,0,2800,2,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),7
143400,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
143400,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
143400,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
211200,0,1900,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
211200,0,1900,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
211200,0,1900,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
211200,0,1900,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
60000,850,0,3,Married couple household,Rented,3
60000,850,0,3,Married couple household,Rented,3
60000,850,0,3,Married couple household,Rented,3
22700,900,0,1,Nonfamily household: Male householder: Living alone,Rented,4
94000,1400,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
94000,1400,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
165000,0,730,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
165000,0,730,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
40000,1100,0,1,Nonfamily household: Male householder: Living alone,Rented,2
15000,950,0,1,Nonfamily household: Male householder: Living alone,Rented,3
88000,1800,0,4,Nonfamily household: Male householder: Not living alone,Rented,4
88000,1800,0,4,Nonfamily household: Male householder: Not living alone,Rented,4
88000,1800,0,4,Nonfamily household: Male householder: Not living alone,Rented,4
88000,1800,0,4,Nonfamily household: Male householder: Not living alone,Rented,4
56030,910,0,1,Nonfamily household: Male householder: Living alone,Rented,4
473000,0,3100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
473000,0,3100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
473000,0,3100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
473000,0,3100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
473000,0,3100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
40000,1300,0,1,Nonfamily household: Male householder: Living alone,Rented,0
146600,0,2200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
146600,0,2200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
146600,0,2200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
146600,0,2200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
160000,0,2000,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),0
13200,1600,0,1,Nonfamily household: Male householder: Living alone,Rented,2
240000,0,1800,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
240000,0,1800,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
79000,0,940,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),4
78000,1000,0,3,"Other family household: Male householder, no spouse present",Rented,3
78000,1000,0,3,"Other family household: Male householder, no spouse present",Rented,3
78000,1000,0,3,"Other family household: Male householder, no spouse present",Rented,3
55000,1700,0,4,Married couple household,Rented,1
55000,1700,0,4,Married couple household,Rented,1
55000,1700,0,4,Married couple household,Rented,1
55000,1700,0,4,Married couple household,Rented,1
230000,0,2200,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),4
230000,0,2200,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),4
160000,0,4,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
160000,0,4,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
52330,0,1600,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
52330,0,1600,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
23000,900,0,2,"Other family household: Female householder, no spouse present",Rented,4
23000,900,0,2,"Other family household: Female householder, no spouse present",Rented,4
499100,750,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
499100,750,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
183000,0,2600,3,Married couple household,Owned with mortgage or loan (include home equity loans),7
183000,0,2600,3,Married couple household,Owned with mortgage or loan (include home equity loans),7
183000,0,2600,3,Married couple household,Owned with mortgage or loan (include home equity loans),7
98400,1400,0,2,Married couple household,Rented,2
98400,1400,0,2,Married couple household,Rented,2
100000,0,2000,2,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),8
100000,0,2000,2,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),8
48000,1100,0,2,Married couple household,Rented,5
48000,1100,0,2,Married couple household,Rented,5
35500,2200,0,4,Nonfamily household: Female householder: Not living alone,Rented,0
35500,2200,0,4,Nonfamily household: Female householder: Not living alone,Rented,0
35500,2200,0,4,Nonfamily household: Female householder: Not living alone,Rented,0
35500,2200,0,4,Nonfamily household: Female householder: Not living alone,Rented,0
52470,1800,0,1,Nonfamily household: Female householder: Living alone,Rented,2
20000,1300,0,4,Married couple household,Rented,8
20000,1300,0,4,Married couple household,Rented,8
20000,1300,0,4,Married couple household,Rented,8
20000,1300,0,4,Married couple household,Rented,8
250000,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
250000,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
250000,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
250000,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
36000,750,0,1,Nonfamily household: Male householder: Living alone,Rented,2
518000,0,2500,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
518000,0,2500,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
81100,0,1500,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
81100,0,1500,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
110000,0,1400,2,Married couple household,Owned with mortgage or loan (include home equity loans),5
110000,0,1400,2,Married couple household,Owned with mortgage or loan (include home equity loans),5
20000,770,0,1,Nonfamily household: Male householder: Living alone,Rented,1
44000,950,0,1,Nonfamily household: Female householder: Living alone,Rented,2
124000,880,0,4,Married couple household,Rented,4
124000,880,0,4,Married couple household,Rented,4
124000,880,0,4,Married couple household,Rented,4
124000,880,0,4,Married couple household,Rented,4
35000,900,0,1,Nonfamily household: Female householder: Living alone,Rented,5
120000,0,1100,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),2
75000,1400,0,4,Married couple household,Rented,1
75000,1400,0,4,Married couple household,Rented,1
75000,1400,0,4,Married couple household,Rented,1
75000,1400,0,4,Married couple household,Rented,1
117000,1300,0,3,Nonfamily household: Male householder: Not living alone,Rented,5
117000,1300,0,3,Nonfamily household: Male householder: Not living alone,Rented,5
117000,1300,0,3,Nonfamily household: Male householder: Not living alone,Rented,5
21600,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
21600,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
245670,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
245670,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
245670,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
245670,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
245670,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
223400,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
223400,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
223400,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
75000,0,890,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
75000,0,890,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
18700,1500,0,1,Nonfamily household: Female householder: Living alone,Rented,0
633000,0,2500,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
633000,0,2500,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
20000,0,1200,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
20000,0,1200,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
